##################################
Log file for EIT with ScouseTom system
Date and time this file was created : 29-Apr-2016 16:37:17
Description of this ExpSetup file : Nir Drift Experiment, Anya/Anka
ExpSetup created : 19-Aug-2015 10:30:51
The EEG system file stored was : C:\EIT-DATA\Nir - Cardiff Phant third go 290416\CardiffPhant_NoJ_REC_290416.bdf
The PC name was : PC-
The Username was : Administrator
--------------
System in "SingleFreqMode" - single amp and freq, running continuously
Amplitude: 100 uA
Frequency: 2000 Hz
Protocol loaded was Spiral16_ScousTom.txt with 34 lines 
Sources	Sinks
6	1
7	2
11	6
11	7
10	6
7	3
7	1
6	2
14	1
10	5
14	2
5	1
8	3
8	2
8	4
9	4
9	5
10	4
14	10
14	11
9	3
8	5
15	3
16	4
12	9
15	11
16	12
15	12
16	13
15	13
12	7
13	1
13	10
16	6
--------------
Number of repeats : 7000 
Injection time per protocol line : 100 ms or 0.10 s
Estimated time to complete measurements : 6.61 hours 
--------------
##################################
Codes for info from arduino: 
R	Current Repeat
P	Current Protocol Line
O	frequency order (multifreqmode)
D	phases (stim mode)
Codes for commmands sent to arduino: 
S	Start
H	Stop
I	Initialise
##
Time	Arduino Message	PC Message
16603.04s	R4876	
16606.43s	R4877	
16609.84s	R4878	
16613.23s	R4879	
16616.64s	R4880	
16620.03s	R4881	
16623.44s	R4882	
16626.83s	R4883	
16630.24s	R4884	
16633.63s	R4885	
16637.04s	R4886	
16640.43s	R4887	
16643.84s	R4888	
16647.23s	R4889	
16650.64s	R4890	
16654.04s	R4891	
16657.45s	R4892	
16660.84s	R4893	
16664.25s	R4894	
16667.64s	R4895	
16671.05s	R4896	
16674.44s	R4897	
16677.85s	R4898	
16681.24s	R4899	
16684.65s	R4900	
16688.04s	R4901	
16691.45s	R4902	
16694.84s	R4903	
16698.25s	R4904	
16701.64s	R4905	
16705.05s	R4906	
16708.44s	R4907	
16711.85s	R4908	
16715.24s	R4909	
16718.65s	R4910	
16722.04s	R4911	
16725.43s	R4912	
16728.84s	R4913	
16732.25s	R4914	
16735.64s	R4915	
16739.05s	R4916	
16742.44s	R4917	
16745.85s	R4918	
16749.25s	R4919	
16752.64s	R4920	
16756.05s	R4921	
16759.44s	R4922	
16762.85s	R4923	
16766.24s	R4924	
16769.65s	R4925	
16773.04s	R4926	
16776.45s	R4927	
16779.85s	R4928	
16783.25s	R4929	
16786.64s	R4930	
16790.05s	R4931	
16793.44s	R4932	
16796.85s	R4933	
16800.24s	R4934	
16803.65s	R4935	
16807.04s	R4936	
16810.45s	R4937	
16813.84s	R4938	
16817.25s	R4939	
16820.64s	R4940	
16824.06s	R4941	
16827.45s	R4942	
16830.86s	R4943	
16834.25s	R4944	
16837.66s	R4945	
16841.05s	R4946	
16844.46s	R4947	
16847.85s	R4948	
16851.26s	R4949	
16854.65s	R4950	
16858.06s	R4951	
16861.45s	R4952	
16864.86s	R4953	
16868.25s	R4954	
16871.66s	R4955	
16875.05s	R4956	
16878.46s	R4957	
16881.85s	R4958	
16885.26s	R4959	
16888.65s	R4960	
16892.06s	R4961	
16895.45s	R4962	
16898.86s	R4963	
16902.25s	R4964	
16905.66s	R4965	
16909.05s	R4966	
16912.46s	R4967	
16915.86s	R4968	
16919.27s	R4969	
16922.66s	R4970	
16926.05s	R4971	
16929.46s	R4972	
16932.85s	R4973	
16936.26s	R4974	
16939.67s	R4975	
16943.06s	R4976	
16946.45s	R4977	
16949.86s	R4978	
16953.25s	R4979	
16956.66s	R4980	
16960.05s	R4981	
16963.46s	R4982	
16966.85s	R4983	
16970.26s	R4984	
16973.65s	R4985	
16977.07s	R4986	
16980.46s	R4987	
16983.87s	R4988	
16987.26s	R4989	
16990.67s	R4990	
16994.06s	R4991	
16997.47s	R4992	
17000.86s	R4993	
17004.27s	R4994	
17007.66s	R4995	
17011.07s	R4996	
17014.46s	R4997	
17017.87s	R4998	
17021.26s	R4999	
17024.67s	R5000	
17028.06s	R5001	
17031.47s	R5002	
17034.86s	R5003	
17038.27s	R5004	
17041.66s	R5005	
17045.07s	R5006	
17048.46s	R5007	
17051.87s	R5008	
17055.27s	R5009	
17058.68s	R5010	
17062.07s	R5011	
17065.47s	R5012	
17068.88s	R5013	
17072.27s	R5014	
17075.66s	R5015	
17079.07s	R5016	
17082.46s	R5017	
17085.87s	R5018	
17089.27s	R5019	
17092.68s	R5020	
17096.07s	R5021	
17099.48s	R5022	
17102.87s	R5023	
17106.28s	R5024	
17109.67s	R5025	
17113.08s	R5026	
17116.47s	R5027	
17119.88s	R5028	
17123.27s	R5029	
17126.68s	R5030	
17130.07s	R5031	
17133.46s	R5032	
17136.87s	R5033	
17140.26s	R5034	
17143.67s	R5035	
17147.08s	R5036	
17150.48s	R5037	
17153.88s	R5038	
17157.28s	R5039	
17160.69s	R5040	
17164.08s	R5041	
17167.48s	R5042	
17170.88s	R5043	
17174.27s	R5044	
17177.68s	R5045	
17181.07s	R5046	
17184.48s	R5047	
17187.87s	R5048	
17191.28s	R5049	
17194.67s	R5050	
17198.08s	R5051	
17201.47s	R5052	
17204.88s	R5053	
17208.27s	R5054	
17211.69s	R5055	
17215.08s	R5056	
17218.49s	R5057	
17221.88s	R5058	
17225.29s	R5059	
17228.68s	R5060	
17232.09s	R5061	
17235.48s	R5062	
17238.89s	R5063	
17242.28s	R5064	
17245.69s	R5065	
17249.08s	R5066	
17252.49s	R5067	
17255.88s	R5068	
17259.29s	R5069	
17262.68s	R5070	
17266.09s	R5071	
17269.48s	R5072	
17272.89s	R5073	
17276.29s	R5074	
17279.68s	R5075	
17283.09s	R5076	
17286.48s	R5077	
17289.89s	R5078	
17293.28s	R5079	
17296.69s	R5080	
17300.08s	R5081	
17303.49s	R5082	
17306.88s	R5083	
17310.29s	R5084	
17313.68s	R5085	
17317.09s	R5086	
17320.48s	R5087	
17323.89s	R5088	
17327.28s	R5089	
17330.69s	R5090	
17334.09s	R5091	
17337.50s	R5092	
17340.89s	R5093	
17344.30s	R5094	
17347.69s	R5095	
17351.10s	R5096	
17354.49s	R5097	
17357.90s	R5098	
17361.29s	R5099	
17364.70s	R5100	
17368.09s	R5101	
17371.50s	R5102	
17374.89s	R5103	
17378.30s	R5104	
17381.69s	R5105	
17385.10s	R5106	
17388.49s	R5107	
17391.90s	R5108	
17395.29s	R5109	
17398.70s	R5110	
17402.09s	R5111	
17405.50s	R5112	
17408.89s	R5113	
17412.30s	R5114	
17415.69s	R5115	
17419.10s	R5116	
17422.49s	R5117	
17425.90s	R5118	
17429.29s	R5119	
17432.70s	R5120	
17436.09s	R5121	
17439.50s	R5122	
17442.89s	R5123	
17446.30s	R5124	
17449.70s	R5125	
17453.10s	R5126	
17456.50s	R5127	
17459.91s	R5128	
17463.29s	R5129	
17466.71s	R5130	
17470.10s	R5131	
17473.51s	R5132	
17476.90s	R5133	
17480.31s	R5134	
17483.70s	R5135	
17487.11s	R5136	
17490.50s	R5137	
17493.91s	R5138	
17497.30s	R5139	
17500.71s	R5140	
17504.10s	R5141	
17507.51s	R5142	
17510.90s	R5143	
17514.31s	R5144	
17517.70s	R5145	
17521.11s	R5146	
17524.50s	R5147	
17527.91s	R5148	
17531.30s	R5149	
17534.71s	R5150	
17538.10s	R5151	
17541.51s	R5152	
17544.90s	R5153	
17548.31s	R5154	
17551.70s	R5155	
17555.11s	R5156	
17558.50s	R5157	
17561.91s	R5158	
17565.30s	R5159	
17568.71s	R5160	
17572.10s	R5161	
17575.51s	R5162	
17578.90s	R5163	
17582.32s	R5164	
17585.71s	R5165	
17589.12s	R5166	
17592.51s	R5167	
17595.90s	R5168	
17599.31s	R5169	
17602.70s	R5170	
17606.11s	R5171	
17609.50s	R5172	
17612.91s	R5173	
17616.30s	R5174	
17619.71s	R5175	
17623.11s	R5176	
17626.52s	R5177	
17629.91s	R5178	
17633.32s	R5179	
17636.71s	R5180	
17640.12s	R5181	
17643.51s	R5182	
17646.92s	R5183	
17650.31s	R5184	
17653.72s	R5185	
17657.11s	R5186	
17660.52s	R5187	
17663.92s	R5188	
17667.31s	R5189	
17670.72s	R5190	
17674.11s	R5191	
17677.52s	R5192	
17680.91s	R5193	
17684.32s	R5194	
17687.71s	R5195	
17691.12s	R5196	
17694.51s	R5197	
17697.92s	R5198	
17701.31s	R5199	
17704.72s	R5200	
17708.11s	R5201	
17711.52s	R5202	
17714.91s	R5203	
17718.32s	R5204	
17721.71s	R5205	
17725.12s	R5206	
17728.51s	R5207	
17731.92s	R5208	
17735.31s	R5209	
17738.72s	R5210	
17742.11s	R5211	
17745.53s	R5212	
17748.92s	R5213	
17752.33s	R5214	
17755.72s	R5215	
17759.13s	R5216	
17762.52s	R5217	
17765.93s	R5218	
17769.32s	R5219	
17772.73s	R5220	
17776.12s	R5221	
17779.53s	R5222	
17782.92s	R5223	
17786.33s	R5224	
17789.72s	R5225	
17793.13s	R5226	
17796.52s	R5227	
17799.93s	R5228	
17803.32s	R5229	
17806.73s	R5230	
17810.12s	R5231	
17813.53s	R5232	
17816.92s	R5233	
17820.33s	R5234	
17823.72s	R5235	
17827.13s	R5236	
17830.53s	R5237	
17833.93s	R5238	
17837.32s	R5239	
17840.73s	R5240	
17844.13s	R5241	
17847.54s	R5242	
17850.93s	R5243	
17854.34s	R5244	
17857.73s	R5245	
17861.14s	R5246	
17864.53s	R5247	
17867.94s	R5248	
17871.33s	R5249	
17874.74s	R5250	
17878.13s	R5251	
17881.54s	R5252	
17884.93s	R5253	
17888.32s	R5254	
17891.73s	R5255	
17895.12s	R5256	
17898.53s	R5257	
17901.93s	R5258	
17905.34s	R5259	
17908.73s	R5260	
17912.14s	R5261	
17915.53s	R5262	
17918.94s	R5263	
17922.33s	R5264	
17925.74s	R5265	
17929.13s	R5266	
17932.53s	R5267	
17935.94s	R5268	
17939.33s	R5269	
17942.74s	R5270	
17946.15s	R5271	
17949.54s	R5272	
17952.93s	R5273	
17956.34s	R5274	
17959.73s	R5275	
17963.14s	R5276	
17966.53s	R5277	
17969.94s	R5278	
17973.33s	R5279	
17976.75s	R5280	
17980.14s	R5281	
17983.55s	R5282	
17986.94s	R5283	
17990.35s	R5284	
17993.74s	R5285	
17997.15s	R5286	
18000.54s	R5287	
18003.95s	R5288	
18007.34s	R5289	
18010.75s	R5290	
18014.14s	R5291	
18017.55s	R5292	
18020.94s	R5293	
18024.35s	R5294	
18027.74s	R5295	
18031.13s	R5296	
18034.54s	R5297	
18037.93s	R5298	
18041.34s	R5299	
18044.73s	R5300	
18048.14s	R5301	
18051.55s	R5302	
18054.94s	R5303	
18058.36s	R5304	
18061.75s	R5305	
18065.14s	R5306	
18068.55s	R5307	
18071.95s	R5308	
18075.35s	R5309	
18078.74s	R5310	
18082.15s	R5311	
18085.54s	R5312	
18088.95s	R5313	
18092.34s	R5314	
18095.75s	R5315	
18099.14s	R5316	
18102.55s	R5317	
18105.95s	R5318	
18109.35s	R5319	
18112.74s	R5320	
18116.15s	R5321	
18119.55s	R5322	
18122.96s	R5323	
18126.35s	R5324	
18129.76s	R5325	
18133.15s	R5326	
18136.56s	R5327	
18139.95s	R5328	
18143.36s	R5329	
18146.75s	R5330	
18150.16s	R5331	
18153.55s	R5332	
18156.96s	R5333	
18160.35s	R5334	
18163.76s	R5335	
18167.15s	R5336	
18170.56s	R5337	
18173.95s	R5338	
18177.36s	R5339	
18180.75s	R5340	
18184.16s	R5341	
18187.55s	R5342	
18190.96s	R5343	
18194.35s	R5344	
18197.76s	R5345	
18201.15s	R5346	
18204.56s	R5347	
18207.95s	R5348	
18211.36s	R5349	
18214.75s	R5350	
18218.17s	R5351	
18221.55s	R5352	
18224.96s	R5353	
18228.36s	R5354	
18231.77s	R5355	
18235.16s	R5356	
18238.56s	R5357	
18241.95s	R5358	
18245.36s	R5359	
18248.75s	R5360	
18252.16s	R5361	
18255.55s	R5362	
18258.97s	R5363	
18262.36s	R5364	
18265.77s	R5365	
18269.16s	R5366	
18272.57s	R5367	
18275.96s	R5368	
18279.37s	R5369	
18282.76s	R5370	
18286.17s	R5371	
18289.56s	R5372	
18292.95s	R5373	
18296.36s	R5374	
18299.75s	R5375	
18303.17s	R5376	
18306.58s	R5377	
18309.97s	R5378	
18313.36s	R5379	
18316.77s	R5380	
18320.16s	R5381	
18323.57s	R5382	
18326.96s	R5383	
18330.37s	R5384	
18333.76s	R5385	
18337.17s	R5386	
18340.56s	R5387	
18343.97s	R5388	
18347.36s	R5389	
18350.77s	R5390	
18354.16s	R5391	
18357.57s	R5392	
18360.96s	R5393	
18364.37s	R5394	
18367.76s	R5395	
18371.17s	R5396	
18374.56s	R5397	
18377.97s	R5398	
18381.36s	R5399	
18384.78s	R5400	
18388.17s	R5401	
18391.58s	R5402	
18394.97s	R5403	
18398.38s	R5404	
18401.77s	R5405	
18405.18s	R5406	
18408.57s	R5407	
18411.98s	R5408	
18415.37s	R5409	
18418.78s	R5410	
18422.17s	R5411	
18425.58s	R5412	
18428.97s	R5413	
18432.38s	R5414	
18435.77s	R5415	
18439.18s	R5416	
18442.57s	R5417	
18445.98s	R5418	
18449.38s	R5419	
18452.76s	R5420	
18456.18s	R5421	
18459.58s	R5422	
18462.98s	R5423	
18466.37s	R5424	
18469.78s	R5425	
18473.17s	R5426	
18476.58s	R5427	
18479.97s	R5428	
18483.39s	R5429	
18486.78s	R5430	
18490.19s	R5431	
18493.58s	R5432	
18496.99s	R5433	
18500.38s	R5434	
18503.79s	R5435	
18507.18s	R5436	
18510.59s	R5437	
18513.98s	R5438	
18517.39s	R5439	
18520.78s	R5440	
18524.19s	R5441	
18527.58s	R5442	
18530.99s	R5443	
18534.38s	R5444	
18537.79s	R5445	
18541.18s	R5446	
18544.59s	R5447	
18547.98s	R5448	
18551.39s	R5449	
18554.78s	R5450	
18558.19s	R5451	
18561.58s	R5452	
18564.99s	R5453	
18568.38s	R5454	
18571.79s	R5455	
18575.18s	R5456	
18578.59s	R5457	
18581.98s	R5458	
18585.39s	R5459	
18588.78s	R5460	
18592.19s	R5461	
18595.58s	R5462	
18598.99s	R5463	
18602.39s	R5464	
18605.80s	R5465	
18609.19s	R5466	
18612.59s	R5467	
18615.99s	R5468	
18619.38s	R5469	
18622.79s	R5470	
18626.18s	R5471	
18629.59s	R5472	
18632.98s	R5473	
18636.39s	R5474	
18639.80s	R5475	
18643.20s	R5476	
18646.59s	R5477	
18650.00s	R5478	
18653.39s	R5479	
18656.80s	R5480	
18660.19s	R5481	
18663.60s	R5482	
18666.99s	R5483	
18670.40s	R5484	
18673.79s	R5485	
18677.20s	R5486	
18680.59s	R5487	
18684.00s	R5488	
18687.39s	R5489	
18690.80s	R5490	
18694.19s	R5491	
18697.60s	R5492	
18700.99s	R5493	
18704.40s	R5494	
18707.79s	R5495	
18711.18s	R5496	
18714.59s	R5497	
18718.00s	R5498	
18721.40s	R5499	
18724.79s	R5500	
18728.20s	R5501	
18731.60s	R5502	
18734.99s	R5503	
18738.40s	R5504	
18741.80s	R5505	
18745.20s	R5506	
18748.59s	R5507	
18752.00s	R5508	
18755.39s	R5509	
18758.80s	R5510	
18762.19s	R5511	
18765.60s	R5512	
18768.99s	R5513	
18772.40s	R5514	
18775.79s	R5515	
18779.20s	R5516	
18782.59s	R5517	
18786.00s	R5518	
18789.39s	R5519	
18792.80s	R5520	
18796.20s	R5521	
18799.61s	R5522	
18803.00s	R5523	
18806.41s	R5524	
18809.80s	R5525	
18813.21s	R5526	
18816.60s	R5527	
18820.01s	R5528	
18823.40s	R5529	
18826.81s	R5530	
18830.20s	R5531	
18833.61s	R5532	
18837.00s	R5533	
18840.41s	R5534	
18843.80s	R5535	
18847.21s	R5536	
18850.60s	R5537	
18854.01s	R5538	
18857.40s	R5539	
18860.82s	R5540	
18864.20s	R5541	
18867.62s	R5542	
18871.01s	R5543	
18874.41s	R5544	
18877.81s	R5545	
18881.20s	R5546	
18884.61s	R5547	
18888.00s	R5548	
18891.41s	R5549	
18894.80s	R5550	
18898.21s	R5551	
18901.60s	R5552	
18905.01s	R5553	
18908.40s	R5554	
18911.81s	R5555	
18915.21s	R5556	
18918.62s	R5557	
18922.01s	R5558	
18925.42s	R5559	
18928.81s	R5560	
18932.22s	R5561	
18935.61s	R5562	
18939.02s	R5563	
18942.41s	R5564	
18945.82s	R5565	
18949.21s	R5566	
18952.62s	R5567	
18956.01s	R5568	
18959.42s	R5569	
18962.81s	R5570	
18966.22s	R5571	
18969.61s	R5572	
18973.02s	R5573	
18976.41s	R5574	
18979.82s	R5575	
18983.21s	R5576	
18986.62s	R5577	
18990.01s	R5578	
18993.43s	R5579	
18996.81s	R5580	
19000.21s	R5581	
19003.62s	R5582	
19007.03s	R5583	
19010.42s	R5584	
19013.83s	R5585	
19017.22s	R5586	
19020.61s	R5587	
19024.02s	R5588	
19027.43s	R5589	
19030.83s	R5590	
19034.21s	R5591	
19037.63s	R5592	
19041.02s	R5593	
19044.41s	R5594	
19047.82s	R5595	
19051.21s	R5596	
19054.63s	R5597	
19058.02s	R5598	
19061.43s	R5599	
19064.82s	R5600	
19068.23s	R5601	
19071.62s	R5602	
19075.03s	R5603	
19078.42s	R5604	
19081.83s	R5605	
19085.22s	R5606	
19088.63s	R5607	
19092.02s	R5608	
19095.43s	R5609	
19098.82s	R5610	
19102.23s	R5611	
19105.62s	R5612	
19109.03s	R5613	
19112.42s	R5614	
19115.83s	R5615	
19119.22s	R5616	
19122.63s	R5617	
19126.02s	R5618	
19129.43s	R5619	
19132.82s	R5620	
19136.23s	R5621	
19139.62s	R5622	
19143.03s	R5623	
19146.42s	R5624	
19149.83s	R5625	
19153.22s	R5626	
19156.63s	R5627	
19160.02s	R5628	
19163.43s	R5629	
19166.82s	R5630	
19170.23s	R5631	
19173.63s	R5632	
19177.04s	R5633	
19180.43s	R5634	
19183.84s	R5635	
19187.23s	R5636	
19190.64s	R5637	
19194.03s	R5638	
19197.44s	R5639	
19200.83s	R5640	
19204.24s	R5641	
19207.63s	R5642	
19211.04s	R5643	
19214.43s	R5644	
19217.84s	R5645	
19221.23s	R5646	
19224.64s	R5647	
19228.03s	R5648	
19231.44s	R5649	
19234.83s	R5650	
19238.24s	R5651	
19241.63s	R5652	
19245.04s	R5653	
19248.43s	R5654	
19251.84s	R5655	
19255.23s	R5656	
19258.64s	R5657	
19262.05s	R5658	
19265.44s	R5659	
19268.83s	R5660	
19272.24s	R5661	
19275.63s	R5662	
19279.04s	R5663	
19282.43s	R5664	
19285.84s	R5665	
19289.23s	R5666	
19292.64s	R5667	
19296.03s	R5668	
19299.44s	R5669	
19302.83s	R5670	
19306.24s	R5671	
19309.63s	R5672	
19313.04s	R5673	
19316.45s	R5674	
19319.84s	R5675	
19323.23s	R5676	
19326.64s	R5677	
19330.03s	R5678	
19333.44s	R5679	
19336.85s	R5680	
19340.25s	R5681	
19343.64s	R5682	
19347.05s	R5683	
19350.44s	R5684	
19353.85s	R5685	
19357.24s	R5686	
19360.65s	R5687	
19364.04s	R5688	
19367.45s	R5689	
19370.84s	R5690	
19374.25s	R5691	
19377.64s	R5692	
19381.05s	R5693	
19384.44s	R5694	
19387.85s	R5695	
19391.24s	R5696	
19394.65s	R5697	
19398.04s	R5698	
19401.45s	R5699	
19404.84s	R5700	
19408.25s	R5701	
19411.64s	R5702	
19415.05s	R5703	
19418.44s	R5704	
19421.85s	R5705	
19425.24s	R5706	
19428.65s	R5707	
19432.04s	R5708	
19435.45s	R5709	
19438.86s	R5710	
19442.26s	R5711	
19445.65s	R5712	
19449.06s	R5713	
19452.44s	R5714	
19455.86s	R5715	
19459.25s	R5716	
19462.66s	R5717	
19466.05s	R5718	
19469.46s	R5719	
19472.85s	R5720	
19476.26s	R5721	
19479.65s	R5722	
19483.06s	R5723	
19486.45s	R5724	
19489.86s	R5725	
19493.25s	R5726	
19496.66s	R5727	
19500.05s	R5728	
19503.47s	R5729	
19506.85s	R5730	
19510.26s	R5731	
19513.66s	R5732	
19517.06s	R5733	
19520.46s	R5734	
19523.86s	R5735	
19527.26s	R5736	
19530.67s	R5737	
19534.06s	R5738	
19537.45s	R5739	
19540.86s	R5740	
19544.25s	R5741	
19547.66s	R5742	
19551.05s	R5743	
19554.46s	R5744	
19557.85s	R5745	
19561.26s	R5746	
19564.65s	R5747	
19568.06s	R5748	
19571.47s	R5749	
19574.86s	R5750	
19578.26s	R5751	
19581.67s	R5752	
19585.06s	R5753	
19588.47s	R5754	
19591.86s	R5755	
19595.27s	R5756	
19598.66s	R5757	
19602.07s	R5758	
19605.46s	R5759	
19608.87s	R5760	
19612.26s	R5761	
19615.67s	R5762	
19619.06s	R5763	
19622.47s	R5764	
19625.86s	R5765	
19629.27s	R5766	
19632.66s	R5767	
19636.07s	R5768	
19639.46s	R5769	
19642.87s	R5770	
19646.26s	R5771	
19649.67s	R5772	
19653.06s	R5773	
19656.47s	R5774	
19659.86s	R5775	
19663.27s	R5776	
19666.66s	R5777	
19670.07s	R5778	
19673.46s	R5779	
19676.88s	R5780	
19680.26s	R5781	
19683.68s	R5782	
19687.07s	R5783	
19690.48s	R5784	
19693.86s	R5785	
19697.28s	R5786	
19700.67s	R5787	
19704.08s	R5788	
19707.47s	R5789	
19710.88s	R5790	
19714.27s	R5791	
19717.66s	R5792	
19721.07s	R5793	
19724.48s	R5794	
19727.88s	R5795	
19731.27s	R5796	
19734.68s	R5797	
19738.07s	R5798	
19741.48s	R5799	
19744.87s	R5800	
19748.28s	R5801	
19751.67s	R5802	
19755.08s	R5803	
19758.48s	R5804	
19761.89s	R5805	
19765.28s	R5806	
19768.69s	R5807	
19772.08s	R5808	
19775.48s	R5809	
19778.88s	R5810	
19782.27s	R5811	
19785.68s	R5812	
19789.07s	R5813	
19792.48s	R5814	
19795.87s	R5815	
19799.28s	R5816	
19802.69s	R5817	
19806.09s	R5818	
19809.48s	R5819	
19812.89s	R5820	
19816.28s	R5821	
19819.69s	R5822	
19823.08s	R5823	
19826.49s	R5824	
19829.88s	R5825	
19833.29s	R5826	
19836.68s	R5827	
19840.09s	R5828	
19843.48s	R5829	
19846.89s	R5830	
19850.28s	R5831	
19853.69s	R5832	
19857.08s	R5833	
19860.49s	R5834	
19863.88s	R5835	
19867.29s	R5836	
19870.68s	R5837	
19874.09s	R5838	
19877.48s	R5839	
19880.89s	R5840	
19884.28s	R5841	
19887.69s	R5842	
19891.08s	R5843	
19894.49s	R5844	
19897.88s	R5845	
19901.29s	R5846	
19904.68s	R5847	
19908.09s	R5848	
19911.48s	R5849	
19914.89s	R5850	
19918.28s	R5851	
19921.69s	R5852	
19925.08s	R5853	
19928.49s	R5854	
19931.88s	R5855	
19935.30s	R5856	
19938.69s	R5857	
19942.08s	R5858	
19945.49s	R5859	
19948.89s	R5860	
19952.29s	R5861	
19955.68s	R5862	
19959.09s	R5863	
19962.49s	R5864	
19965.90s	R5865	
19969.29s	R5866	
19972.70s	R5867	
19976.09s	R5868	
19979.50s	R5869	
19982.89s	R5870	
19986.30s	R5871	
19989.69s	R5872	
19993.10s	R5873	
19996.49s	R5874	
19999.90s	R5875	
20003.29s	R5876	
20006.70s	R5877	
20010.09s	R5878	
20013.50s	R5879	
20016.89s	R5880	
20020.30s	R5881	
20023.69s	R5882	
20027.10s	R5883	
20030.49s	R5884	
20033.90s	R5885	
20037.29s	R5886	
20040.70s	R5887	
20044.09s	R5888	
20047.50s	R5889	
20050.89s	R5890	
20054.30s	R5891	
20057.70s	R5892	
20061.10s	R5893	
20064.50s	R5894	
20067.89s	R5895	
20071.30s	R5896	
20074.69s	R5897	
20078.10s	R5898	
20081.50s	R5899	
20084.91s	R5900	
20088.30s	R5901	
20091.71s	R5902	
20095.10s	R5903	
20098.51s	R5904	
20101.90s	R5905	
20105.31s	R5906	
20108.70s	R5907	
20112.11s	R5908	
20115.50s	R5909	
20118.91s	R5910	
20122.30s	R5911	
20125.71s	R5912	
20129.10s	R5913	
20132.51s	R5914	
20135.90s	R5915	
20139.31s	R5916	
20142.71s	R5917	
20146.10s	R5918	
20149.51s	R5919	
20152.90s	R5920	
20156.31s	R5921	
20159.70s	R5922	
20163.11s	R5923	
20166.51s	R5924	
20169.91s	R5925	
20173.30s	R5926	
20176.71s	R5927	
20180.10s	R5928	
20183.51s	R5929	
20186.90s	R5930	
20190.31s	R5931	
20193.70s	R5932	
20197.11s	R5933	
20200.50s	R5934	
20203.91s	R5935	
20207.30s	R5936	
20210.71s	R5937	
20214.10s	R5938	
20217.51s	R5939	
20220.90s	R5940	
20224.32s	R5941	
20227.71s	R5942	
20231.12s	R5943	
20234.50s	R5944	
20237.92s	R5945	
20241.31s	R5946	
20244.72s	R5947	
20248.11s	R5948	
20251.52s	R5949	
20254.91s	R5950	
20258.32s	R5951	
20261.71s	R5952	
20265.12s	R5953	
20268.52s	R5954	
20271.92s	R5955	
20275.31s	R5956	
20278.72s	R5957	
20282.11s	R5958	
20285.52s	R5959	
20288.92s	R5960	
20292.32s	R5961	
20295.72s	R5962	
20299.11s	R5963	
20302.53s	R5964	
20305.92s	R5965	
20309.33s	R5966	
20312.72s	R5967	
20316.11s	R5968	
20319.52s	R5969	
20322.93s	R5970	
20326.32s	R5971	
20329.73s	R5972	
20333.12s	R5973	
20336.53s	R5974	
20339.92s	R5975	
20343.31s	R5976	
20346.72s	R5977	
20350.13s	R5978	
20353.52s	R5979	
20356.93s	R5980	
20360.32s	R5981	
20363.73s	R5982	
20367.12s	R5983	
20370.53s	R5984	
20373.92s	R5985	
20377.33s	R5986	
20380.73s	R5987	
20384.12s	R5988	
20387.53s	R5989	
20390.92s	R5990	
20394.33s	R5991	
20397.72s	R5992	
20401.13s	R5993	
20404.52s	R5994	
20407.93s	R5995	
20411.32s	R5996	
20414.73s	R5997	
20418.12s	R5998	
20421.53s	R5999	
20424.94s	R6000	
20428.33s	R6001	
20431.74s	R6002	
20435.13s	R6003	
20438.52s	R6004	
20441.93s	R6005	
20445.32s	R6006	
20448.73s	R6007	
20452.14s	R6008	
20455.53s	R6009	
20458.92s	R6010	
20462.33s	R6011	
20465.72s	R6012	
20469.13s	R6013	
20472.53s	R6014	
20475.93s	R6015	
20479.33s	R6016	
20482.73s	R6017	
20486.13s	R6018	
20489.54s	R6019	
20492.93s	R6020	
20496.34s	R6021	
20499.73s	R6022	
20503.14s	R6023	
20506.53s	R6024	
20509.94s	R6025	
20513.33s	R6026	
20516.74s	R6027	
20520.13s	R6028	
20523.54s	R6029	
20526.93s	R6030	
20530.34s	R6031	
20533.73s	R6032	
20537.14s	R6033	
20540.53s	R6034	
20543.94s	R6035	
20547.33s	R6036	
20550.74s	R6037	
20554.13s	R6038	
20557.54s	R6039	
20560.93s	R6040	
20564.34s	R6041	
20567.73s	R6042	
20571.14s	R6043	
20574.53s	R6044	
20577.94s	R6045	
20581.33s	R6046	
20584.74s	R6047	
20588.13s	R6048	
20591.54s	R6049	
20594.93s	R6050	
20598.34s	R6051	
20601.73s	R6052	
20605.14s	R6053	
20608.55s	R6054	
20611.94s	R6055	
20615.33s	R6056	
20618.74s	R6057	
20622.13s	R6058	
20625.55s	R6059	
20628.93s	R6060	
20632.35s	R6061	
20635.74s	R6062	
20639.15s	R6063	
20642.54s	R6064	
20645.95s	R6065	
20649.34s	R6066	
20652.75s	R6067	
20656.14s	R6068	
20659.55s	R6069	
20662.94s	R6070	
20666.35s	R6071	
20669.74s	R6072	
20673.15s	R6073	
20676.54s	R6074	
20679.95s	R6075	
20683.36s	R6076	
20686.76s	R6077	
20690.15s	R6078	
20693.54s	R6079	
20696.95s	R6080	
20700.35s	R6081	
20703.76s	R6082	
20707.15s	R6083	
20710.56s	R6084	
20713.95s	R6085	
20717.36s	R6086	
20720.75s	R6087	
20724.16s	R6088	
20727.55s	R6089	
20730.96s	R6090	
20734.35s	R6091	
20737.76s	R6092	
20741.15s	R6093	
20744.56s	R6094	
